"","OBJECTID","n_export","precip_variability","population","pigs","cattle","flash_flow","average_flow","percent_no_sanitation","proportion_urban"
"127","CHL00002",13405.234375,95.6420921481959,3994.1416015625,0.858661080957995,198.349952087543,0.492958158254623,85.1911926269531,3.99889707565308,0
"128","CHN00001",274543.75,56.4767780744466,43952.921875,12682.1810185741,1244.79927267885,0.654366075992584,17952.673828125,31.0541248321533,0
"129","CHN00002",131368.328125,114.418610368693,520952.96875,21038.2086073414,1348.92633932746,0.79379677772522,1116.32727050781,31.0541248321533,0.97000002861023
"130","CHN00003",97842.15625,67.0197291665329,2767172.75,9545.04352578747,634.861753020759,0.380267292261124,7892.41064453125,31.0541248321533,0
"131","CHN00004",3.88782119750977,52.9292782897342,NA,NA,NA,0.284251034259796,1.88603842258453,31.0541248321533,NA
"132","COL00001",18161.53125,31.9230033884851,871669.1875,3532.56000282702,4365.25623036776,0.665927529335022,316.007598876953,20.3893547058105,1
"133","COL00002",7573.5771484375,35.7649149679729,208602.109375,7866.83755893892,6237.21082103847,0.576549887657166,22.7721920013428,20.3893547058105,0.790000021457672
"134","DEU00001",27353.232421875,17.3065267672817,32874.890625,712.264635392517,194.486595592089,0.92247599363327,1163.73840332031,0.777708947658539,0.899999976158142
"135","DEU00002",57282.390625,17.2127646912615,151530.65625,501.185460501269,116.939114487543,0.369540929794312,1508.39990234375,0.777708947658539,1
"136","DEU00003",17899.0703125,13.492139702349,25456.265625,514.347038197001,513.87273320104,0.871581137180328,1632.90368652344,0.777708947658539,0.699999988079071
"137","DEU00004",124680.9140625,11.7455370470289,9098.849609375,1019.66624370905,1595.371949257,0.508689939975739,111.666381835938,2.34190630912781,0
"138","DEU00005",24102.916015625,15.8173746093175,53562.23046875,789.340843979226,365.738283767919,0.876979768276215,1931.20971679688,0.777708947658539,0.939999997615814
"139","DEU00006",132271.671875,14.5848318584258,19357.26953125,6174.4121045891,2924.88328107722,0.401890277862549,1.06796157360077,0.777708947658539,0.270000010728836
"140","DEU00007",235397.5,14.3218972123707,8526.220703125,6915.71510595106,3008.54565654168,0.404304534196854,0.611961543560028,0.777708947658539,0.0199999995529652
"141","DEU00008",288689.1875,16.7119699864619,4991.36376953125,29902.3750939893,6387.54402299323,0.567843019962311,73.7513427734375,0.777708947658539,0.109999999403954
"142","DEU00009",106607.3359375,12.5622536996099,1403.35510253906,2397.52262105638,1130.38168759958,0.53747969865799,142.029495239258,0.777708947658539,0
"143","DEU00010",343533.71875,15.1954852109031,7610.12890625,3534.73189521913,2124.04438942332,0.624728381633759,398.90380859375,0.777708947658539,0.109999999403954
"144","DEU00011",176159.140625,15.3937996061239,24512.8828125,4000.54477953607,2500.28095607123,0.467138826847076,0.299346148967743,0.777708947658539,0.689999997615814
"145","DEU00012",37472.0859375,18.6346080910231,4878.66259765625,2918.7741169963,3437.94676505331,0.902738451957703,1227.94543457031,0.0100943138822913,0
"146","ECU00001",34552.0703125,120.136011395607,12277.1171875,2524.47329266275,1699.40775494534,0.290303170681,146.252532958984,22.2088928222656,0.170000001788139
"147","ECU00002",13733.7900390625,46.6213209863033,135260.65625,1306.29364760771,3865.41848745912,0.461480170488358,20.6909236907959,22.2088928222656,1
"148","ECU00003",5833.75048828125,67.1081345127425,684.643127441406,5688.6877465377,6329.96359643976,0.89405220746994,4.7580771446228,22.2088928222656,0
"149","EGY00002",4.34451198577881,0,219924.953125,7.17200991044227,685.087809689973,0.769719898700714,1555.85754394531,6.8978099822998,1
"150","EGY00003",5.14069366455078,26.6469355010596,422829.40625,14.7739842909676,12980.4120790822,0.754465103149414,1489.10400390625,6.8978099822998,1
"151","EGY00004",142.257232666016,74.6574810445993,480244.125,9.0425751288377,2105.47867223666,0.750842154026031,1462.36279296875,6.8978099822998,1
