"","OBJECTID","n_export","precip_variability","population","depth_to_groundwater","cattle","average_flow","percent_no_sanitation","clay_percent","flash_flow","sand_percent","pigs","proportion_urban"
"496",496,625.858093261719,121.579650878906,91538.4921875,10,2851.58560583764,0.00242307689040899,31.0541248321533,21,0.264705896377563,35,85388.8824166493,0
"497",497,121.625885009766,112.166465759277,997774.3125,7,0,0.0017307692905888,31.0541248321533,18,0.217391312122345,40,0,1
"498",498,66.9103317260742,126.551856994629,41727.90625,4,2187.48274085114,0.0010769231012091,31.0541248321533,19,0.538461685180664,32,3416.56476103525,0
"499",499,460.185485839844,126.471031188965,98331.515625,10,1117.94181949385,0.00203846162185073,31.0541248321533,20,0.319277107715607,37,18506.0998548327,0
"500",500,171.374969482422,110.112899780273,860411.5625,11,0,0.00196153856813908,31.0541248321533,18,0.177700355648994,42,0,1
"501",501,1501.75512695312,98.1081619262695,20611.30859375,41,486.020598236255,0,31.0541248321533,18,0,32,2192.77703697488,0
"502",502,1198.91003417969,131.085662841797,56036.57421875,6,5897.76499633451,0.0020000000949949,31.0541248321533,16,0.174496650695801,31,2926.4702732363,0
"503",503,3384.80493164062,130.0654296875,46801.5234375,5,7303.92218704905,0.00161538471002132,31.0541248321533,18,0.149466201663017,28,694.26488564238,1
"504",504,1472.04345703125,131.715087890625,90410.3359375,8,3061.42845667107,0.00207692314870656,31.0541248321533,21,0.173633441329002,28,6235.49174753878,0
"505",505,134.682418823242,112.694442749023,31764.53515625,441,206.799585099429,0.00165384623687714,31.0541248321533,17,0.228723406791687,38,12462.9854022841,1
"506",506,1066.40551757812,98.8772430419922,20611.30859375,12,486.020598236255,0,31.0541248321533,20,0,30,2192.77703697488,0
"507",507,1357.80053710938,96.1143798828125,28089.3515625,12,1634.50138976663,0,31.0541248321533,17,0,32,3803.84884867828,0
"508",508,64.6707611083984,114.081169128418,112281.9296875,14,917.868669191961,0.00326923094689846,31.0541248321533,18,0.238764047622681,39,20499.879162049,1
"509",509,1603.03112792969,117.843109130859,79548.1015625,14,9.59494790481035e-06,0.00153846165630966,31.0541248321533,20,0.235294118523598,39,86924.714210261,0
"510",510,2120.84301757812,97.1280517578125,19895.375,41,461.823719349265,0,31.0541248321533,19,0,34,2288.71962462165,0
"511",511,1083.24230957031,119.024459838867,53007.453125,8,2981.95835397934,0.00592307699844241,31.0541248321533,22,0.224817529320717,34,93302.3854326122,0
"512",512,84.7945785522461,116.7275390625,112281.9296875,14,917.868669191961,0.00296153849922121,31.0541248321533,19,0.221264377236366,39,20499.879162049,1
"513",513,2005.71032714844,131.552536010742,26851.1171875,4,7484.6745847854,0.00180769234430045,31.0541248321533,18,0.152597397565842,28,19081.5058971406,1
"514",514,1245.08666992188,118.422958374023,57908.5,14,0.334842882362082,0.00150000001303852,31.0541248321533,20,0.229411765933037,36,84611.8099335317,1
"515",515,3144.1337890625,114.901718139648,34819.01953125,111,1135.62088759298,0.00334615400061011,31.0541248321533,23,0.201856166124344,33,26451.8962802557,0
"516",516,308.373291015625,125.530120849609,82438.5859375,5,2858.74321129587,0.00111538462806493,31.0541248321533,19,0.34523805975914,36,63943.0964446356,1
"517",517,3095.43017578125,116.606567382812,39753.98046875,30,0.000492787946732085,0.00157692318316549,31.0541248321533,20,0.206030160188675,38,65716.5457526564,0
"518",518,46.0724563598633,128.346893310547,60593.01953125,5,2711.3992167885,0.00103846157435328,31.0541248321533,19,0.39130437374115,34,8882.5185928968,1
"519",519,69.2511291503906,127.873023986816,62507.58203125,11,2037.42863618799,0.0072307693772018,31.0541248321533,18,0.314381271600723,39,21891.8434738192,1
"520",520,2810.79150390625,118.061470031738,57908.5,14,0.334842882362082,0.00442307675257325,31.0541248321533,21,0.223300963640213,34,84611.8099335317,0
"521",521,44.7998428344727,97.9621353149414,780.361511230469,250,156.704613258172,0.0158846154808998,31.0541248321533,17,0.511138617992401,45,1565.10925553448,0
