"","OBJECTID","source","noxn"
"926",1446,"USGS",1
"927",144,"Gu",1.3
"928",1458,"USGS",10
"929",150,"Gu",1
"930",1466,"USGS",1
"931",153,"Gu",0.9
"932",1469,"USGS",0
"933",39,"GEMStat",1.65
"934",39,"GEMStat",11.2
"935",39,"GEMStat",1.4875
"936",216,"Gu",0.3
"937",1742,"USGS",2
"938",491,"Gu",1.3
"939",1472,"USGS",3
"940",560,"Gu",9.7
"941",1414,"USGS",0
"942",145,"Gu",1
"943",1415,"USGS",0
"944",147,"Gu",0.7
"945",1416,"USGS",0
"946",149,"Gu",0.8
"947",1417,"USGS",0
"948",226,"Gu",1.5
"949",1418,"USGS",0
"950",422,"Gu",1.5
"951",1419,"USGS",0
"952",426,"Gu",7.3
"953",1420,"USGS",0
"954",253,"Gu",1.4
"955",1422,"USGS",0
"956",293,"Gu",5.7
"957",1423,"USGS",0
"958",4,"GEMStat",1.214
"959",4,"GEMStat",1.0055
"960",4,"GEMStat",1.1
"961",4,"GEMStat",6.801
"962",440,"Gu",1.7
"963",672,"Ouedraogo",16.9257
"964",1755,"USGS",1
"965",40,"GEMStat",2.26
"966",40,"GEMStat",3.095
"967",197,"Gu",2.1
"968",708,"Ouedraogo",1.173
"969",1743,"USGS",4
"970",142,"Gu",1.2
"971",1424,"USGS",0
"972",303,"Gu",5.4
"973",1425,"USGS",0
"974",415,"Gu",7.5
"975",1426,"USGS",0
"976",597,"Gu",29.2
"977",1427,"USGS",0
"978",492,"Gu",2.2
"979",1428,"USGS",0
"980",430,"Gu",4.3
"981",1429,"USGS",0
"982",381,"Gu",2.6
"983",1430,"USGS",0
"984",168,"Gu",1.9
"985",1431,"USGS",0
"986",441,"Gu",4.7
"987",1432,"USGS",0
"988",408,"Gu",6.1
"989",1433,"USGS",0
"990",41,"GEMStat",10.03
"991",41,"GEMStat",9.48
"992",223,"Gu",1.8
"993",709,"Ouedraogo",0.345
"994",1744,"USGS",2
"995",412,"Gu",5.6
"996",412,"Gu",54
"997",1434,"USGS",0
"998",417,"Gu",5.6
"999",1435,"USGS",0
"1000",414,"Gu",48.2
"1001",1436,"USGS",0
"1002",420,"Gu",11.3
"1003",1438,"USGS",0
"1004",396,"Gu",1.7
"1005",1439,"USGS",0
"1006",423,"Gu",6.1
"1007",1440,"USGS",0
"1008",477,"Gu",2.2
"1009",1441,"USGS",0
"1010",413,"Gu",45.2
"1011",1442,"USGS",0
"1012",269,"Gu",61.2
"1013",1421,"USGS",0
"1014",271,"Gu",1.6
"1015",1437,"USGS",0
"1016",42,"GEMStat",63.35
"1017",207,"Gu",6.5
"1018",710,"Ouedraogo",8.1121
"1019",1745,"USGS",8
"1020",400,"Gu",1.5
"1021",1390,"USGS",0
"1022",404,"Gu",3
"1023",1391,"USGS",0
"1024",377,"Gu",20.3
"1025",1392,"USGS",1
"1026",448,"Gu",3.5
"1027",1393,"USGS",35
"1028",393,"Gu",40.4
"1029",1394,"USGS",0
"1030",397,"Gu",4.9
"1031",1395,"USGS",1
"1032",421,"Gu",22.6
"1033",1594,"USGS",2
"1034",399,"Gu",3.4
"1035",1396,"USGS",0
"1036",478,"Gu",2.4
"1037",1397,"USGS",0
"1038",437,"Gu",18.8
"1039",1398,"USGS",0
"1040",43,"GEMStat",0.655
"1041",43,"GEMStat",0.306666666666667
"1042",43,"GEMStat",0.666666666666667
"1043",43,"GEMStat",0.729166666666667
"1044",43,"GEMStat",0.341666666666667
"1045",43,"GEMStat",0.673333333333333
"1046",43,"GEMStat",1.76083333333333
"1047",43,"GEMStat",0.575833333333333
"1048",43,"GEMStat",0.74
"1049",43,"GEMStat",1.6
"1050",43,"GEMStat",0.378333333333333
"1051",43,"GEMStat",0.483333333333333
"1052",43,"GEMStat",1.695
"1053",43,"GEMStat",1.2125
"1054",43,"GEMStat",0.659166666666667
"1055",43,"GEMStat",0.4825
"1056",43,"GEMStat",0.536666666666667
"1057",43,"GEMStat",0.391666666666667
"1058",43,"GEMStat",0.713
"1059",43,"GEMStat",0.727272727272727
"1060",43,"GEMStat",0.505
"1061",43,"GEMStat",0.52
"1062",43,"GEMStat",0.670833333333333
"1063",43,"GEMStat",0.66
"1064",43,"GEMStat",1.89
"1065",43,"GEMStat",0.806666666666667
"1066",43,"GEMStat",0.419166666666667
"1067",43,"GEMStat",0.359272727272727
"1068",43,"GEMStat",1.1175
"1069",43,"GEMStat",0.4325
"1070",43,"GEMStat",0.679166666666667
"1071",43,"GEMStat",0.366666666666667
"1072",43,"GEMStat",1.48181818181818
"1073",43,"GEMStat",0.536666666666667
"1074",218,"Gu",0.7
"1075",1746,"USGS",1
"1076",175,"Gu",0.6
"1077",1399,"USGS",0
"1078",434,"Gu",19.6
"1079",1400,"USGS",1
"1080",561,"Gu",7.1
"1081",1401,"USGS",0
"1082",388,"Gu",27.1
"1083",1402,"USGS",0
"1084",493,"Gu",6.8
"1085",1403,"USGS",6
"1086",169,"Gu",3.3
"1087",1404,"USGS",0
"1088",410,"Gu",16.4
"1089",1405,"USGS",0
"1090",604,"Gu",14.6
"1091",1406,"USGS",0
"1092",432,"Gu",13.9
"1093",1407,"USGS",0
"1094",443,"Gu",5.7
"1095",1408,"USGS",1
"1096",44,"GEMStat",6.9
"1097",44,"GEMStat",9.675
"1098",44,"GEMStat",8.875
"1099",44,"GEMStat",7.6
"1100",44,"GEMStat",8.825
"1101",44,"GEMStat",9.475
"1102",44,"GEMStat",7.15
"1103",44,"GEMStat",6.5
"1104",44,"GEMStat",8.125
"1105",44,"GEMStat",7.1
"1106",44,"GEMStat",8.85
"1107",44,"GEMStat",9.5
"1108",44,"GEMStat",8.05
"1109",44,"GEMStat",9.78
"1110",44,"GEMStat",7.05
"1111",44,"GEMStat",7.8
"1112",44,"GEMStat",9.92
"1113",44,"GEMStat",7.7
"1114",44,"GEMStat",7.2
"1115",44,"GEMStat",10.625
"1116",44,"GEMStat",7.625
"1117",44,"GEMStat",8.16666666666667
"1118",44,"GEMStat",9.025
"1119",44,"GEMStat",10.3
"1120",44,"GEMStat",9.1
"1121",44,"GEMStat",7.175
"1122",44,"GEMStat",7.875
"1123",44,"GEMStat",7.575
"1124",44,"GEMStat",7.35
"1125",44,"GEMStat",8.575
"1126",44,"GEMStat",8.875
"1127",44,"GEMStat",7.56
"1128",44,"GEMStat",9.5
"1129",221,"Gu",1.3
"1130",712,"Ouedraogo",4.7357
"1131",1747,"USGS",2
"1132",167,"Gu",2.6
"1133",1409,"USGS",0
"1134",383,"Gu",40
"1135",1410,"USGS",0
"1136",174,"Gu",1.95
"1137",1411,"USGS",0
"1138",347,"Gu",5.2
"1139",1412,"USGS",0
"1140",424,"Gu",25.6
"1141",1362,"USGS",3
"1142",607,"Gu",4.2
"1143",1363,"USGS",4
"1144",173,"Gu",2.1
"1145",173,"Gu",2.6
"1146",1364,"USGS",0
"1147",171,"Gu",1.45
"1148",1365,"USGS",1
"1149",172,"Gu",1.1
"1150",1366,"USGS",1
"1151",583,"Gu",10.4
"1152",1368,"USGS",1
"1153",45,"GEMStat",0.064
"1154",45,"GEMStat",0.13
"1155",45,"GEMStat",0.08
"1156",45,"GEMStat",0.02
"1157",45,"GEMStat",0.029
"1158",45,"GEMStat",0
"1159",45,"GEMStat",0.17
"1160",45,"GEMStat",0
"1161",45,"GEMStat",0.015
"1162",45,"GEMStat",0.058
"1163",45,"GEMStat",0
"1164",199,"Gu",2.5
"1165",1748,"USGS",1
"1166",592,"Gu",11.3
"1167",1369,"USGS",0
"1168",632,"Gu",3.3
"1169",1370,"USGS",6
"1170",573,"Gu",26.7
"1171",1371,"USGS",7
"1172",229,"Gu",2.4
"1173",1372,"USGS",13
"1174",233,"Gu",3.5
"1175",1373,"USGS",5
"1176",270,"Gu",2.2
"1177",1375,"USGS",4
"1178",170,"Gu",3.75
"1179",1376,"USGS",0
"1180",234,"Gu",2.8
"1181",1377,"USGS",1
"1182",268,"Gu",4
"1183",1378,"USGS",3
"1184",232,"Gu",4.55
"1185",1379,"USGS",1
"1186",46,"GEMStat",0.02
"1187",46,"GEMStat",0.17
"1188",46,"GEMStat",0.02
"1189",46,"GEMStat",0
"1190",46,"GEMStat",0.098
"1191",46,"GEMStat",0.171
"1192",46,"GEMStat",0.08
"1193",46,"GEMStat",0.387
"1194",46,"GEMStat",0
"1195",46,"GEMStat",0.452
"1196",46,"GEMStat",0.463
"1197",222,"Gu",3.6
"1198",1749,"USGS",12
"1199",228,"Gu",2.6
"1200",1381,"USGS",1
"1201",312,"Gu",6.8
"1202",1382,"USGS",0
"1203",258,"Gu",0.1
"1204",1383,"USGS",8
"1205",382,"Gu",39
"1206",1384,"USGS",1
"1207",238,"Gu",1.2
"1208",1385,"USGS",5
"1209",255,"Gu",8.7
"1210",1386,"USGS",0
"1211",613,"Gu",3.9
"1212",1387,"USGS",3
"1213",308,"Gu",15.8
"1214",1388,"USGS",6
"1215",316,"Gu",17.7
"1216",316,"Gu",28.7
"1217",1389,"USGS",4
"1218",611,"Gu",4.7
"1219",47,"GEMStat",0.43
"1220",47,"GEMStat",0
"1221",47,"GEMStat",0
"1222",47,"GEMStat",0.038
"1223",47,"GEMStat",0.115
"1224",47,"GEMStat",0.125
"1225",47,"GEMStat",0.315
"1226",47,"GEMStat",0.072
"1227",47,"GEMStat",0.13
"1228",47,"GEMStat",0.25
"1229",47,"GEMStat",0.05
"1230",200,"Gu",10.2
"1231",1750,"USGS",2
"1232",215,"Gu",10.1
"1233",215,"Gu",10.7
"1234",1574,"USGS",1
"1235",213,"Gu",5.1
"1236",213,"Gu",0.1
"1237",600,"Gu",10.3
"1238",214,"Gu",10.6
"1239",1359,"USGS",2
"1240",325,"Gu",21.9
"1241",1216,"USGS",1
"1242",209,"Gu",19.6
"1243",211,"Gu",3
"1244",211,"Gu",2.9
"1245",1380,"USGS",0
"1246",210,"Gu",22
"1247",212,"Gu",19.7
"1248",212,"Gu",22
"1249",343,"Gu",60.8
"1250",1413,"USGS",1
"1251",48,"GEMStat",4.78
"1252",48,"GEMStat",5.4
"1253",48,"GEMStat",4.4
"1254",48,"GEMStat",4.93
"1255",48,"GEMStat",3.33
"1256",48,"GEMStat",4.603
"1257",48,"GEMStat",6.89
"1258",48,"GEMStat",6.55
"1259",48,"GEMStat",5
"1260",48,"GEMStat",7.312
"1261",48,"GEMStat",3.512
"1262",201,"Gu",12.8
"1263",716,"Ouedraogo",44.85
"1264",1751,"USGS",1
"1265",273,"Gu",0
"1266",273,"Gu",0.2
"1267",274,"Gu",0.1
"1268",342,"Gu",25.1
"1269",351,"Gu",56.1
"1270",355,"Gu",35.8
"1271",390,"Gu",0.1
"1272",1356,"USGS",1
"1273",354,"Gu",25.7
"1274",1367,"USGS",1
"1275",361,"Gu",84.5
"1276",1357,"USGS",0
"1277",363,"Gu",51.5
"1278",376,"Gu",45.7
"1279",1361,"USGS",1
"1280",49,"GEMStat",6.4325
"1281",49,"GEMStat",4.674
"1282",49,"GEMStat",62.975
"1283",49,"GEMStat",36.54
"1284",49,"GEMStat",49.25
"1285",49,"GEMStat",63.1666666666667
"1286",49,"GEMStat",0.04
"1287",49,"GEMStat",11.538
"1288",49,"GEMStat",12.3
"1289",49,"GEMStat",6.175
"1290",49,"GEMStat",67.5222222222222
"1291",49,"GEMStat",42.9
"1292",49,"GEMStat",69.325
"1293",49,"GEMStat",67.725
"1294",49,"GEMStat",34.5628571428571
"1295",49,"GEMStat",31.3
"1296",49,"GEMStat",33.11
"1297",49,"GEMStat",11.245
"1298",202,"Gu",7.2
"1299",717,"Ouedraogo",0.1679
"1300",1725,"USGS",1
"1301",247,"Gu",1.8
"1302",279,"Gu",0
"1303",1374,"USGS",3
"1304",359,"Gu",43.1
"1305",359,"Gu",13.4
"1306",366,"Gu",60.1
"1307",1360,"USGS",0
"1308",372,"Gu",50.7
"1309",278,"Gu",0
"1310",364,"Gu",104.6
"1311",367,"Gu",83
"1312",319,"Gu",42.7
"1313",1330,"USGS",0
"1314",373,"Gu",179.1
"1315",1331,"USGS",0
"1316",5,"GEMStat",0.01
"1317",5,"GEMStat",0.0275
"1318",5,"GEMStat",0.0533333333333333
"1319",5,"GEMStat",0.01
"1320",5,"GEMStat",0.0225
"1321",531,"Gu",0.3
"1322",673,"Ouedraogo",5.52
"1323",1756,"USGS",2
"1324",50,"GEMStat",0.57
"1325",50,"GEMStat",0.265
"1326",50,"GEMStat",0
"1327",50,"GEMStat",0.05
"1328",50,"GEMStat",0.146666666666667
"1329",50,"GEMStat",0.01
"1330",50,"GEMStat",0.105
"1331",50,"GEMStat",0.26
"1332",50,"GEMStat",0
"1333",50,"GEMStat",0
"1334",50,"GEMStat",0.275
"1335",50,"GEMStat",0.04
"1336",50,"GEMStat",0
"1337",50,"GEMStat",0.223333333333333
"1338",50,"GEMStat",0
"1339",50,"GEMStat",0
"1340",50,"GEMStat",0.025
"1341",50,"GEMStat",0
"1342",50,"GEMStat",0.325
"1343",50,"GEMStat",0.00333333333333333
"1344",50,"GEMStat",0.21
"1345",50,"GEMStat",0
"1346",205,"Gu",14.6
"1347",1727,"USGS",0
"1348",374,"Gu",22.3
"1349",1332,"USGS",9
"1350",378,"Gu",43.7
"1351",1333,"USGS",0
"1352",394,"Gu",70.5
"1353",1334,"USGS",0
"1354",244,"Gu",0.3
"1355",1335,"USGS",2
"1356",375,"Gu",39
"1357",1336,"USGS",1
"1358",614,"Gu",4.2
"1359",1337,"USGS",1
"1360",385,"Gu",77.1
"1361",1338,"USGS",1
"1362",327,"Gu",18.8
"1363",1339,"USGS",1
"1364",379,"Gu",61.4
"1365",379,"Gu",89.9
"1366",1340,"USGS",1
"1367",386,"Gu",80.2
"1368",1341,"USGS",0
"1369",51,"GEMStat",4.65454545454545
"1370",51,"GEMStat",4.9075
"1371",51,"GEMStat",6.68166666666667
"1372",51,"GEMStat",5.58416666666667
"1373",51,"GEMStat",5.34444444444444
"1374",51,"GEMStat",4.92727272727273
"1375",51,"GEMStat",19.025
"1376",51,"GEMStat",4.66666666666667
"1377",51,"GEMStat",5.61428571428571
"1378",203,"Gu",10.8
"1379",719,"Ouedraogo",6.2744
"1380",1735,"USGS",5
"1381",389,"Gu",81.3
"1382",1342,"USGS",0
"1383",245,"Gu",2.8
"1384",1343,"USGS",1
"1385",384,"Gu",73.9
"1386",1344,"USGS",1
"1387",275,"Gu",0
"1388",275,"Gu",0.5
"1389",1346,"USGS",2
"1390",395,"Gu",53.1
"1391",1347,"USGS",1
"1392",391,"Gu",98.3
"1393",1348,"USGS",6
"1394",405,"Gu",29.3
"1395",1349,"USGS",0
"1396",248,"Gu",1.9
"1397",1350,"USGS",4
"1398",249,"Gu",2.2
"1399",1351,"USGS",3
"1400",251,"Gu",0.6
"1401",1358,"USGS",3
"1402",52,"GEMStat",2.7425
"1403",52,"GEMStat",1.8525
"1404",52,"GEMStat",2.29
"1405",52,"GEMStat",2.70333333333333
"1406",52,"GEMStat",2.84666666666667
"1407",52,"GEMStat",1.89
"1408",52,"GEMStat",2.225
"1409",52,"GEMStat",1.635
"1410",52,"GEMStat",2
"1411",206,"Gu",15.8
"1412",720,"Ouedraogo",0.00069
"1413",1737,"USGS",4
"1414",252,"Gu",0.4
"1415",1352,"USGS",3
"1416",250,"Gu",3.3
"1417",1353,"USGS",2
"1418",243,"Gu",0.5
"1419",1354,"USGS",11
"1420",277,"Gu",0.4
"1421",1355,"USGS",1
"1422",239,"Gu",1
"1423",1304,"USGS",1
"1424",276,"Gu",0
"1425",1305,"USGS",2
"1426",241,"Gu",7.1
"1427",1306,"USGS",4
"1428",242,"Gu",7.8
"1429",1307,"USGS",2
"1430",240,"Gu",0.2
"1431",1309,"USGS",3
"1432",450,"Gu",1.5
"1433",1310,"USGS",15
"1434",53,"GEMStat",0.475
"1435",53,"GEMStat",2
"1436",204,"Gu",11.2
"1437",1739,"USGS",3
"1438",634,"Gu",1.1
"1439",1311,"USGS",18
"1440",227,"Gu",1.6
"1441",227,"Gu",7.5
"1442",1312,"USGS",3
"1443",617,"Gu",0.1
"1444",1313,"USGS",6
"1445",224,"Gu",11.5
"1446",1314,"USGS",3
"1447",620,"Gu",4.4
"1448",1315,"USGS",0
"1449",623,"Gu",5.1
"1450",1316,"USGS",6
"1451",559,"Gu",1.5
"1452",1317,"USGS",3
"1453",605,"Gu",0
"1454",1318,"USGS",3
"1455",622,"Gu",2.3
"1456",1319,"USGS",7
"1457",636,"Gu",4.3
"1458",1320,"USGS",19
"1459",54,"GEMStat",0.502
"1460",54,"GEMStat",0.205
"1461",54,"GEMStat",0.466666666666667
"1462",54,"GEMStat",0.3
"1463",54,"GEMStat",0.155
"1464",454,"Gu",1.8
"1465",722,"Ouedraogo",8.28
"1466",1702,"USGS",0
"1467",587,"Gu",4.1
"1468",1321,"USGS",5
"1469",618,"Gu",5.8
"1470",1322,"USGS",1
"1471",631,"Gu",5.1
"1472",1323,"USGS",7
"1473",625,"Gu",1.9
"1474",1324,"USGS",8
"1475",621,"Gu",1.5
"1476",1325,"USGS",5
"1477",628,"Gu",4.8
"1478",1326,"USGS",5
"1479",603,"Gu",0
"1480",1327,"USGS",9
"1481",641,"Gu",2.6
"1482",638,"Gu",8.4
"1483",626,"Gu",15.1
"1484",1328,"USGS",8
"1485",55,"GEMStat",0.31
"1486",55,"GEMStat",0.5
"1487",55,"GEMStat",0.366666666666667
"1488",55,"GEMStat",0.501
"1489",55,"GEMStat",0.15
"1490",220,"Gu",1.3
"1491",723,"Ouedraogo",1.61
"1492",1703,"USGS",0
"1493",663,"Gu",1.2
"1494",1329,"USGS",6
"1495",629,"Gu",2
"1496",1265,"USGS",0
"1497",635,"Gu",3.6
"1498",1267,"USGS",0
"1499",627,"Gu",11.4
"1500",1269,"USGS",0
"1501",665,"Gu",2.3
"1502",1271,"USGS",1
"1503",664,"Gu",32.2
"1504",1273,"USGS",2
"1505",661,"Gu",4.4
"1506",1275,"USGS",3
"1507",637,"Gu",5.5
"1508",1277,"USGS",5
"1509",666,"Gu",11.2
"1510",1279,"USGS",7
"1511",610,"Gu",3.7
"1512",1281,"USGS",0
"1513",56,"GEMStat",25.04
"1514",56,"GEMStat",0.6
"1515",56,"GEMStat",25.6866666666667
"1516",231,"Gu",9.4
"1517",1704,"USGS",0
"1518",640,"Gu",3.2
"1519",1283,"USGS",1
"1520",609,"Gu",2
"1521",1285,"USGS",0
"1522",639,"Gu",4
"1523",1287,"USGS",7
"1524",633,"Gu",3.7
"1525",1290,"USGS",2
"1526",667,"Gu",3.9
"1527",1292,"USGS",0
"1528",658,"Gu",1
"1529",1294,"USGS",7
"1530",616,"Gu",3.3
"1531",1296,"USGS",0
"1532",668,"Gu",52.4
"1533",1298,"USGS",6
"1534",645,"Gu",4.2
"1535",1300,"USGS",5
"1536",643,"Gu",0.7
"1537",1302,"USGS",15
"1538",57,"GEMStat",1
"1539",57,"GEMStat",1.07
"1540",230,"Gu",6.95
"1541",1705,"USGS",0
"1542",647,"Gu",14.7
"1543",647,"Gu",13.5
"1544",1266,"USGS",0
"1545",642,"Gu",16.1
"1546",1268,"USGS",0
"1547",646,"Gu",4.3
"1548",1270,"USGS",0
"1549",652,"Gu",11
"1550",1272,"USGS",1
"1551",644,"Gu",1.2
"1552",1274,"USGS",2
"1553",651,"Gu",2.1
"1554",1276,"USGS",3
"1555",653,"Gu",7.3
"1556",1278,"USGS",5
"1557",650,"Gu",7.9
"1558",1280,"USGS",7
"1559",654,"Gu",1.2
"1560",1282,"USGS",0
"1561",659,"Gu",25.2
"1562",1284,"USGS",1
"1563",58,"GEMStat",0.05
"1564",58,"GEMStat",0.05
"1565",58,"GEMStat",0.03
"1566",58,"GEMStat",0.05
"1567",369,"Gu",5.2
"1568",1706,"USGS",8
"1569",662,"Gu",9.1
"1570",1286,"USGS",0
"1571",657,"Gu",1.9
"1572",1288,"USGS",7
"1573",660,"Gu",1
"1574",1291,"USGS",2
"1575",1293,"USGS",0
"1576",1295,"USGS",7
"1577",1297,"USGS",0
"1578",1299,"USGS",6
"1579",1301,"USGS",5
"1580",1303,"USGS",15
"1581",1248,"USGS",0
"1582",59,"GEMStat",0.16
"1583",59,"GEMStat",0.14
"1584",59,"GEMStat",0.155
"1585",59,"GEMStat",0.1475
"1586",486,"Gu",0.6
"1587",1707,"USGS",0
"1588",1249,"USGS",3
"1589",1250,"USGS",0
"1590",1251,"USGS",2
"1591",1252,"USGS",3
"1592",1253,"USGS",1
"1593",1254,"USGS",0
"1594",1255,"USGS",4
"1595",1256,"USGS",2
"1596",1257,"USGS",0
"1597",1258,"USGS",1
"1598",6,"GEMStat",21.4326
"1599",6,"GEMStat",18.06475
"1600",6,"GEMStat",17.106
"1601",6,"GEMStat",18.4825
"1602",6,"GEMStat",10.11
"1603",6,"GEMStat",5.87
"1604",6,"GEMStat",12.525
"1605",6,"GEMStat",12.9412
"1606",6,"GEMStat",10.003
"1607",398,"Gu",1.3
"1608",674,"Ouedraogo",7.65992
"1609",1757,"USGS",0
"1610",60,"GEMStat",0.0075
"1611",60,"GEMStat",0
"1612",60,"GEMStat",0.02
"1613",60,"GEMStat",0
"1614",60,"GEMStat",0.64
"1615",60,"GEMStat",0.1
"1616",60,"GEMStat",0
"1617",60,"GEMStat",0.2
"1618",60,"GEMStat",0.35
"1619",60,"GEMStat",0.4
"1620",60,"GEMStat",0.15
"1621",60,"GEMStat",0.015
"1622",60,"GEMStat",0.185
"1623",60,"GEMStat",0.25
"1624",60,"GEMStat",1.2
"1625",60,"GEMStat",0.15
"1626",60,"GEMStat",0
"1627",60,"GEMStat",0.2
"1628",60,"GEMStat",0.175
"1629",60,"GEMStat",0
"1630",60,"GEMStat",1.075
"1631",237,"Gu",1.9
"1632",1708,"USGS",6
"1633",1259,"USGS",4
"1634",1260,"USGS",1
"1635",1261,"USGS",4
"1636",1262,"USGS",1
"1637",1263,"USGS",1
"1638",1264,"USGS",8
"1639",1219,"USGS",0
"1640",1220,"USGS",1
"1641",1221,"USGS",1
"1642",1223,"USGS",1
"1643",61,"GEMStat",0.19
"1644",521,"Gu",2.1
"1645",1709,"USGS",0
"1646",1224,"USGS",2
"1647",1225,"USGS",12
"1648",1226,"USGS",11
"1649",1227,"USGS",0
"1650",1228,"USGS",0
"1651",1229,"USGS",16
"1652",1230,"USGS",0
"1653",1231,"USGS",0
"1654",1233,"USGS",0
"1655",1234,"USGS",15
"1656",62,"GEMStat",6
"1657",62,"GEMStat",0.15
"1658",198,"Gu",0.8
"1659",1710,"USGS",3
"1660",1235,"USGS",2
"1661",1236,"USGS",1
"1662",1237,"USGS",0
"1663",1238,"USGS",0
"1664",1239,"USGS",0
"1665",1240,"USGS",10
"1666",1243,"USGS",3
"1667",1244,"USGS",4
"1668",1245,"USGS",6
"1669",1246,"USGS",3
"1670",63,"GEMStat",0.21
"1671",533,"Gu",7.8
"1672",731,"Ouedraogo",11.27
"1673",1711,"USGS",50
"1674",1247,"USGS",1
"1675",1222,"USGS",1
"1676",1232,"USGS",0
"1677",1241,"USGS",1
"1678",1242,"USGS",1
"1679",1192,"USGS",4
"1680",1195,"USGS",13
"1681",1197,"USGS",22
"1682",1198,"USGS",21
"1683",1199,"USGS",1
"1684",64,"GEMStat",6.964
"1685",64,"GEMStat",5.99
"1686",494,"Gu",0.1
"1687",1712,"USGS",2
"1688",1200,"USGS",2
"1689",1201,"USGS",0
"1690",1202,"USGS",2
"1691",1203,"USGS",14
"1692",1204,"USGS",10
"1693",1205,"USGS",3
"1694",1206,"USGS",13
"1695",1207,"USGS",6
"1696",1209,"USGS",41
"1697",1210,"USGS",27
"1698",65,"GEMStat",0.22
"1699",65,"GEMStat",5.9
"1700",482,"Gu",5.3
"1701",733,"Ouedraogo",0.7015
"1702",1713,"USGS",3
"1703",1211,"USGS",15
"1704",1212,"USGS",6
"1705",1214,"USGS",8
"1706",1191,"USGS",8
"1707",1193,"USGS",24
"1708",1194,"USGS",13
"1709",1213,"USGS",18
"1710",1215,"USGS",12
"1711",1166,"USGS",5
"1712",1167,"USGS",11
"1713",66,"GEMStat",6.255
"1714",66,"GEMStat",8.29
"1715",485,"Gu",0.1
"1716",734,"Ouedraogo",69.6463
"1717",1714,"USGS",0
"1718",1168,"USGS",1
"1719",1169,"USGS",4
"1720",1170,"USGS",10
"1721",1171,"USGS",1
"1722",1172,"USGS",7
"1723",1173,"USGS",2
"1724",1174,"USGS",12
"1725",1175,"USGS",1
"1726",1176,"USGS",13
"1727",1177,"USGS",14
"1728",67,"GEMStat",0.085
"1729",67,"GEMStat",2.595
"1730",549,"Gu",0
"1731",1715,"USGS",0
"1732",1178,"USGS",10
"1733",1179,"USGS",14
"1734",1180,"USGS",19
"1735",1181,"USGS",1
"1736",1182,"USGS",5
"1737",1183,"USGS",9
"1738",1184,"USGS",3
"1739",1185,"USGS",13
"1740",1186,"USGS",5
"1741",68,"GEMStat",22.41
"1742",68,"GEMStat",0
"1743",68,"GEMStat",15.34
"1744",68,"GEMStat",0.05
"1745",68,"GEMStat",0.1
"1746",656,"Gu",4.2
"1747",1716,"USGS",0
"1748",1187,"USGS",5
"1749",1188,"USGS",0
"1750",1189,"USGS",1
"1751",1308,"USGS",4
"1752",1190,"USGS",1
"1753",1140,"USGS",3
"1754",1141,"USGS",4
"1755",1142,"USGS",31
"1756",1143,"USGS",13
"1757",1144,"USGS",4
"1758",69,"GEMStat",0.9
"1759",69,"GEMStat",0
"1760",545,"Gu",5.9
"1761",737,"Ouedraogo",0.2185
"1762",1717,"USGS",4
"1763",1145,"USGS",25
"1764",1146,"USGS",37
"1765",1147,"USGS",4
"1766",1148,"USGS",18
"1767",1149,"USGS",4
"1768",1150,"USGS",2
"1769",1151,"USGS",13
"1770",1152,"USGS",4
"1771",1154,"USGS",5
"1772",1155,"USGS",8
"1773",7,"GEMStat",0
"1774",558,"Gu",2.9
"1775",70,"GEMStat",0
"1776",70,"GEMStat",0.9
"1777",507,"Gu",1.7
"1778",738,"Ouedraogo",4.2895
"1779",1718,"USGS",0
"1780",1156,"USGS",11
"1781",1157,"USGS",3
"1782",1158,"USGS",13
"1783",1159,"USGS",9
"1784",1160,"USGS",64
"1785",1161,"USGS",18
"1786",1162,"USGS",22
"1787",1163,"USGS",25
"1788",1164,"USGS",14
"1789",71,"GEMStat",0.027
"1790",546,"Gu",3.4
"1791",739,"Ouedraogo",0.4876
"1792",1719,"USGS",0
"1793",1165,"USGS",5
"1794",1116,"USGS",0
"1795",1117,"USGS",4
"1796",1118,"USGS",5
"1797",1119,"USGS",17
"1798",1120,"USGS",0
"1799",1121,"USGS",7
"1800",1122,"USGS",10
"1801",1123,"USGS",8
"1802",1124,"USGS",8
"1803",72,"GEMStat",1.05
"1804",548,"Gu",1.9
"1805",740,"Ouedraogo",2.3184
"1806",1720,"USGS",0
"1807",1196,"USGS",13
"1808",1125,"USGS",0
"1809",1126,"USGS",0
"1810",1127,"USGS",36
"1811",1128,"USGS",21
"1812",1129,"USGS",8
"1813",1130,"USGS",8
"1814",1131,"USGS",5
"1815",1132,"USGS",7
"1816",1133,"USGS",3
"1817",73,"GEMStat",0.337
"1818",547,"Gu",0.5
"1819",741,"Ouedraogo",2.3184
"1820",1721,"USGS",0
"1821",1134,"USGS",4
"1822",1135,"USGS",4
"1823",1136,"USGS",5
"1824",1153,"USGS",0
"1825",1137,"USGS",8
"1826",1218,"USGS",18
"1827",1138,"USGS",3
"1828",1139,"USGS",4
"1829",1603,"USGS",0
"1830",1208,"USGS",6
"1831",74,"GEMStat",0.01
"1832",74,"GEMStat",0.055
"1833",74,"GEMStat",0.04
"1834",74,"GEMStat",0.02
"1835",74,"GEMStat",0.005
"1836",74,"GEMStat",0.02
"1837",488,"Gu",0.9
"1838",1722,"USGS",1
"1839",1089,"USGS",1
